Invoice,Amount
W265158-IN,273.6
W265129-IN,1.88
PP0825-PP,-32.77
W263846-IN,79.5
AUG0257-FC,1376.26
SEP0264-FC,438.53
0011923-PP,-59.25
APR0233-FC,10.3
AUG0259-FC,12.32
FEB0288-FC,6.33
JAN0256-FC,3.69
JUL0219-FC,12.32
JUN0213-FC,12.32
MAR0277-FC,6.33
MAY0230-FC,12.32
S068327-IN,175.95
S069656-IN,264.5
S070542-IN,134.64
S310575-IN,245.91
SEP0265-FC,13.43
W258560-IN,74.2
S343389-IN,681.91
W260879-IN,476
W262757-IN,99
S049748-IN,1868.94
AUG0260-FC,2.46
W266029-IN,100
0101625-PP,-400
PB0924-PP,-168.45
PB0925-PP,-1499.55
S345532-IN,924.17
S346342-IN,1155
SEP0266-FC,5.83
S345160-IN,196.56
0311937-PP,-144.26
6353058-PP,-340.36
S071612-IN,101.11
W263847-IN,100.7
S338082-IN,614.7
SEP0267-FC,0.18
S036493-IN,475.48
AUG0261-FC,4.19
SEP0268-FC,4.19
W253751-IN,335.05
5874912-PP,-804.58
5874913-PP,15.37
5874914-PP,-1064.52
5874915-PP,19.58
5874916-PP,-951.32
5874917-PP,18.69
5874918-PP,-1161.4
5874919-PP,21.96
5874920-PP,-1004.66
5874921-PP,20.51
5874922-PP,-946.03
5874923-PP,19.51
5874924-PP,-578.19
5874925-PP,12.58
5874926-PP,-752.18
5874927-PP,15.52
5874928-PP,-56.72
5874929-PP,1.44
5874930-PP,-857.87
5874931-PP,16.3
5874932-PP,-628.5
5874933-PP,14.44
W266122-IN,233.05
0879967-IN,3703.11
0880114-IN,96.36
0880334-IN,6151.67
0880659-IN,1210.63
0881502-IN,4270.9
0882094-IN,3521.04
0882303-IN,2194.73
0882803-IN,244.55
0883186-IN,4138.28
0883741-IN,3617.3
0884043-IN,1391.86
0884868-IN,3039.84
0885458-IN,3203.07
0885748-IN,814.46
0885768-IN,1880.19
0886514-IN,2402.11
0887152-IN,3685.36
0887369-IN,1183.22
0888187-IN,2166.21
0888703-IN,4112.35
0889008-IN,1431.49
0889829-IN,1496.23
0890231-IN,1757.41
0111022-PP,-182.75
AUG0262-FC,1.29
JUL0220-FC,1.29
S335720-IN,86.13
SEP0269-FC,1.29
FA0323-PP,-1020
APR0236-FC,6.5
AUG0263-FC,7.74
JUL0221-FC,7.74
JUN0214-FC,7.74
MAR0279-FC,6.5
MAY0231-FC,7.74
S041798-IN,520.26
SEP0270-FC,6.49
W244309-IN,99
W262722-IN,79
0889368-IN,27697.7
0863886-IN,1975.72
0848883-IN,8.28
0886512-IN,12675
B748354-IN,-42.71
DEC0263-FC,194.04
PB0925-PP,-1365
PP0725-PP,-132.5
CL49364-IN,324.92
5873801-PP,-99.4
5873802-PP,2.24
5873803-PP,-662.85
5873804-PP,15.03
W250956-IN,100.7
PP0921-PP,-4
0081425-PP,-370
PB0925-PP,-975
AUG0267-FC,6.85
JUL0225-FC,2.23
JUN0220-FC,2.23
MAY0237-FC,2.23
S341627-IN,370
SEP0272-FC,6.85
W247776-IN,178
APR0239-FC,3.64
S035826-IN,296.4
PB10625-PP,-975
APR0240-FC,1.51
AUG0268-FC,1.51
DEC0266-FC,1.51
FEB0295-FC,1.51
JAN0265-FC,1.51
JUL0226-FC,1.51
JUN0222-FC,1.51
MAR0284-FC,1.51
MAY0239-FC,1.51
NOV0297-FC,1.51
OCT0275-FC,1.51
SEP0274-FC,3.02
SEP0292-FC,1.51
W224003-IN,100.7
W258563-IN,100.7
AUG0269-FC,1.24
JUL0227-FC,1.24
SEP0275-FC,1.24
PB0924-PP,-995
APR0241-FC,3.45
AUG0270-FC,1.77
FEB0296-FC,3.45
JUL0229-FC,1.77
JUN0223-FC,2.4
MAR0285-FC,3.45
MAY0240-FC,3.02
S320047-IN,247
SEP0276-FC,1.77
S342640-IN,525.74
0093025-PP,-721.46
W262724-IN,99
S345471-IN,420.88
W248443-CM,-352.52
FA1122-PP,-1020
FA02.25-PP,-1000
FA0224-PP,-1138
W254462-IN,74.2
PB1025-PP,-1499.55
S049667-IN,37.19
S345756-IN,72.54
S345757-IN,33.12
S345758-IN,77.4
W263854-IN,75.39
0061824-PP,-386.37
0886522-IN,1263.78
0887373-IN,2125.71
0888188-IN,542.86
0889009-IN,2288.34
PB0823-PP,-4176
AUG0273-FC,79.79
SEP0277-FC,79.79
0101525-PP,-130
0883472-IN,394.31
0887110-IN,29664.47
0887111-IN,29658.82
0888442-IN,5230.15
W265384-IN,106
PB0925-PP,-1950
AUG0275-FC,19.33
JUL0234-FC,0.63
JUN0228-FC,0.63
MAY0245-FC,0.63
S047063-IN,1317.76
SEP0278-FC,19.33
W244452-IN,50
W254918-IN,179
PB0925-PP,-1365
PB0925-PP,-1170
PB0925-PP,-3900
PB0925-PP,-1950
W995473-PP,-1990
AUG0277-FC,1.99
SEP0280-FC,1.99
W254466-IN,132.5
0889075-IN,39187.13
5873030-PP,-13.91
5873031-PP,0.4
5873032-PP,-57.22
5873033-PP,-7855
5873034-PP,161.17
5873035-PP,-1240.85
5873036-PP,27.12
W265556-IN,-11.44
W265929-IN,-69
W265985-IN,-11.93
W266715-IN,-13.52
W266796-IN,-14
S345453-IN,299.6
S345483-IN,481.6
S346144-IN,482.48
PP0823-PP,-1487.5
S050569-IN,374
W266255-IN,95
FA0225-PP,-1039
W229445-IN,99
0021025-PP,-569.11
S036590-IN,632.52
PB1024-PP,-945
AUG0279-FC,1.36
SEP0282-FC,1.36
W255083-IN,109
PB09.25-PP,-975
W262725-IN,129
S345884-IN,246.42
CASH23-PP,-84
FM1024-PP,-1142
PB0925-PP,-2340
PREPAY-PP,-1990
PP0525-PP,-94.16
PP0824-PP,-400
AUG0280-FC,1.41
S334217-IN,137.88
SEP0283-FC,1.41
W264428-IN,70
S345043-IN,294.9
W265263-IN,253.15
0011025-PP,-1226.82
W263856-IN,91.55
S344750-IN,551.6
S345391-IN,132.13
PB0925-PP,-4485
S048505-IN,160.58
SEP0285-FC,2.01
PB0925-PP,-1462.5
SEP0286-FC,1.35
W259339-IN,90
AUG0283-FC,1.11
SEP0287-FC,1.11
W259340-IN,89
W264430-IN,185.5
W264449-IN,121.9
PB1025-PP,-2145
CL49336-IN,60.99
AUG0284-FC,9.25
S333887-IN,740.19
SEP0288-FC,10.44
W258320-IN,95
PB0925-PP,-2925
S049939-IN,433.71
AUG0285-FC,4.88
JUL0237-FC,4.88
JUN0234-FC,4.88
MAY0251-FC,4.88
S070291-IN,325.2
SEP0289-FC,4.88
0732344-IN,799.84
0761205-IN,1075.67
0783547-IN,648.86
APR0256-FC,42.73
AUG0286-FC,26.79
DEC0278-FC,364.9
JAN0279-FC,26.79
JUL0238-FC,26.79
JUN0235-FC,26.79
MAR0303-FC,26.79
MAY0252-FC,26.79
0070725-PP,-9484.77
0651966-IN,39578.13
0863506-IN,9303.42
0890628-IN,33978.88
0890630-IN,33749.75
0890632-IN,36769.19
SEP0291-FC,1.25
W257489-IN,100
W266256-IN,75
PP0722-PP,-2.24
0886667-IN,187.46
CL47892-IN,69.34
CL46145-IN,501.88
CL47893-IN,527.48
SEP0294-FC,6.27
APR0259-FC,9.67
AUG0289-FC,9.17
FM92925-PP,-1280
JUL0241-FC,10.42
JUN0236-FC,11.67
MAR0305-FC,6.3
MAY0254-FC,8.42
S044102-IN,363.15
S049691-IN,120.81
S329362-IN,360.48
W264431-IN,85
W266257-IN,95
S345514-IN,255.3
SEP0295-FC,0.88
W264432-IN,70
AUG0291-FC,11.64
S335354-IN,775.95
SEP0296-FC,11.64
W264433-IN,132.5
CASH23-PP,-450
W262731-IN,99
APR0261-FC,0.73
AUG0292-FC,0.73
FEB0314-FC,0.73
JUL0243-FC,0.73
JUN0238-FC,0.73
MAR0307-FC,0.73
MAY0257-FC,0.73
SEP0297-FC,1.6
W226944-IN,70
W264435-IN,70
S071858-IN,132.3
W266258-IN,70
W263860-IN,79.5
CL47895-IN,143.67
P1025-PP,-0.01
W262733-IN,99
APR0262-FC,14.71
AUG0293-FC,7.88
JUL0244-FC,6.64
JUN0239-FC,6.64
S045494-IN,531.34
S050207-IN,396.21
SEP0298-FC,7.88
W254940-IN,99
S050132-IN,559.33
AUG0294-FC,0.88
JUL0245-FC,0.88
JUN0240-FC,0.88
MAY0258-FC,0.88
SEP0299-FC,0.88
W248232-IN,70
SEP0300-FC,1.24
SEP0301-FC,1.24
W262735-IN,99
APR0264-FC,1.61
AUG0295-FC,3.23
JUL0247-FC,1.61
JUN0241-FC,1.61
MAY0259-FC,1.61
SEP0302-FC,3.23
W24427R-DM,129
W259458-IN,129
W264437-IN,100.7
W449774-PP,-300
W526148-PP,-250
W526243-PP,-10.17
S071929-IN,130.42
SEP0303-FC,2.62
0101623-PP,-1226.84
CASH23-PP,-689
S339789-IN,246.2
SEP0304-FC,3.69
W263297-IN,216
0111622-PP,-228.85
W226421-IN,99
0010622-PP,-500
0112122-PP,-500
PP0123-PP,-1000
S345847-IN,227.89
S036459-IN,399.35
W264438-IN,79.5
0877691-IN,6768.49
0878574-IN,9978.96
0881539-IN,10794.23
0881547-IN,6277.83
0883396-IN,4254.77
0883688-IN,10085.86
0883956-IN,4459.13
0884065-IN,4623.16
0884067-IN,6726.69
0884068-IN,2653.6
0884070-IN,4690.24
0884072-IN,2985.3
0884073-IN,9353.94
0884074-IN,3413.19
0884075-IN,5980.55
0884077-IN,5964.69
0884079-IN,6551.8
0884080-IN,4651.78
0884081-IN,5739.38
0884082-IN,4668.16
0884083-IN,4176.77
0884085-IN,4586.26
0884087-IN,4455.22
0884089-IN,6394.56
0884090-IN,6076.79
0884093-IN,6363.93
0884095-IN,4961.54
0884097-IN,7276.82
0884099-IN,1891.58
0884100-IN,4615.45
0884466-IN,13568.45
0884777-IN,1362.63
0885037-IN,2775.19
0885352-IN,9751.86
0885714-IN,9332.01
0885716-IN,1807.04
0885718-IN,5088.41
0885721-IN,6429.01
0885723-IN,3979.4
0885724-IN,5496.63
0885728-IN,1282.76
0885730-IN,3094.66
0885731-IN,10367.91
0885733-IN,4489.66
0885737-IN,200
0885772-IN,2096.22
0886119-IN,10557.88
0886467-IN,3861.7
0886469-IN,9424.34
0886470-IN,5466.18
0886471-IN,3191.1
0886474-IN,9700.94
0886475-IN,200
0886477-IN,200
0886508-IN,9448.18
0886513-IN,4671.15
0886516-IN,5636.52
0886520-IN,1915.17
0886672-IN,6939.22
0886692-IN,344.78
0886738-IN,3186.78
0886891-IN,917.73
0886894-IN,922.81
0887053-IN,9394.12
0887916-IN,445.07
0887920-IN,2033.85
0888017-IN,2526
0888130-IN,6711.18
0888350-IN,13115.96
0888456-IN,10760.94
0888458-IN,3199.04
0888459-IN,1828.02
0888460-IN,4874.72
0888477-IN,9533.12
0888483-IN,8195.85
0888503-IN,10861.02
0888504-IN,3563.68
0888515-IN,8315.09
0888516-IN,8382.6
0888518-IN,2147.81
0888522-IN,6167.28
0888524-IN,3375.13
0888525-IN,3068.3
0888526-IN,8299.75
0888527-IN,200
0888630-IN,7872.72
0888657-IN,2845
0888668-IN,4449.04
0888669-IN,3681.96
0888670-IN,4857.12
0888671-IN,200
0888720-IN,1564.5
0889382-IN,15356.64
0889690-IN,15455.16
0890171-IN,6678.09
0890939-IN,13369.75
H74773I-IN,158.42
S001185-IN,681.79
S343779-IN,835.97
S344415-IN,57.59
PB0925-PP,-975
CASH25-PP,-75
FM1024-PP,-1556
W262739-IN,99
SEP0305-FC,3.6
S345944-IN,352.26
S336122-IN,276.15
S050364-IN,65.52
SEP0307-FC,0.63
S344842-IN,112.5
W263298-IN,100.7
APR0267-FC,3.9
APR0344-FC,1.19
APR0346-FC,2.38
AUG0300-FC,3.9
AUG0306-FC,2.38
AUG0317-FC,1.19
DEC0289-FC,3.9
DEC0380-FC,2.38
DEC0385-FC,1.19
FEB0319-FC,3.9
FEB0334-FC,1.19
FEB0367-FC,2.38
JAN0291-FC,3.9
JAN0331-FC,2.38
JAN0379-FC,1.19
JUL0250-FC,3.9
JUL0290-FC,2.38
JUL0332-FC,1.19
JUN0243-FC,3.9
JUN0322-FC,2.38
JUN0323-FC,1.19
MAR0312-FC,1.19
MAR0317-FC,3.9
MAR0336-FC,2.38
MAY0263-FC,3.9
MAY0313-FC,2.38
MAY0343-FC,1.19
NOV0319-FC,3.9
NOV0345-FC,1.19
NOV0369-FC,2.38
OCT0297-FC,3.9
OCT0313-FC,1.19
OCT0344-FC,2.38
SEP0308-FC,3.9
SEP0320-FC,2.38
SEP0344-FC,1.19
W174804-IN,79.5
W202255-IN,79.5
W230043-IN,100.7
W266259-IN,100.7
AUG0301-FC,1.19
S340263-IN,1078.88
SEP0309-FC,17.38
W253929-IN,79.5
W266260-IN,100.7
PP1025-PP,-141.4
0864702-IN,1030.23
S071953-IN,144.02
W266261-IN,74.2
FA40425-PP,-1095
W265645-IN,100
0889600-IN,27772.83
0889805-IN,13870.21
S346155-IN,369.75
W266111-IN,135.62
FA1223-PP,-1113
S049601-IN,594.41
SEP0311-FC,7.43
AUG0302-FC,2.44
S335280-IN,262.52
SEP0312-FC,2.44
W264442-IN,70
PB2025-PP,-1462.5
S345157-IN,616.54
AUG0303-FC,15.15
5874934-PP,-1065.74
5874935-PP,19.44
5874936-PP,-1060.27
5874937-PP,20.56
5874938-PP,-1044.58
5874939-PP,18.21
5874940-PP,-1130.92
5874941-PP,18.42
5874942-PP,-1451.6
5874943-PP,23.74
5874944-PP,-1182.53
5874945-PP,21.82
5874946-PP,-1055.86
5874947-PP,19.06
5874948-PP,-891.65
5874949-PP,17.12
5874950-PP,-999.43
5874951-PP,20.68
5874952-PP,-750.27
5874953-PP,14.78
5874954-PP,-515.12
5874955-PP,9.07
5874956-PP,-1052.86
5874957-PP,19.47
W266123-IN,132.7
W266817-IN,145
W266262-IN,75
S048852-IN,348.84
SEP0313-FC,4.36
PB0925-PP,-975
S345540-IN,185
APR0271-FC,0.53
AUG0306-FC,0.53
FC0124-PP,6.23
FC0224-PP,6.23
FC0324-PP,6.23
FC0424-PP,6.23
FC0524-PP,6.23
FC0724-PP,2.08
FC0824-PP,2.08
FEB0327-FC,0.53
JUL0253-FC,0.53
JUN0246-FC,0.53
MAR0325-FC,0.53
MAY0267-FC,0.53
SEP0314-FC,0.53
S344287-IN,414.4
PB0924-PP,-1592
PB0925-PP,-1560
0092225-PP,-218
0100124-PP,-250
0110124-PP,-250
0120224-PP,-250
W266264-IN,132.5
0885889-IN,2406.58
0888029-IN,2253.27
CL48254-IN,424.09
CL48255-IN,161.07
PB0925-PP,-2925
S339980-IN,450
SEP0315-FC,5.63
W266265-IN,85
W264446-IN,100.7
W266267-IN,70
W266269-IN,95
W266455-IN,75
S340578-IN,158.2
SEP0316-FC,1.5
PP0825-PP,-25.87
0256791-PP,-300
W266270-IN,90.1
PB0925-PP,-975
W262744-IN,79
W264216-IN,30
CL46513-IN,233.19
CL48259-IN,176.88
SEP0317-FC,3.5
CL46516-IN,10160.35
CL48262-IN,10122.28
SEP0318-FC,152.41
CL46517-IN,2331.78
CL48263-IN,84.93
SEP0319-FC,34.98
CL49337-IN,232.16
S340377-IN,210.35
S344832-IN,185.74
W266272-IN,1
W266296-IN,1
W264447-IN,74.2
SEP0320-FC,3
W257845-IN,199.99
PP1025-PP,-0.28
AUG0311-FC,0.63
JUL0258-FC,0.63
JUN0253-FC,0.63
S049072-IN,487.08
SEP0321-FC,6.71
W251701-IN,50
PP0124-PP,-195.2
S343399-IN,153.18
SEP0322-FC,6.02
0081424-PP,-75
S049776-IN,1288.4
S342790-IN,2484.3
S342792-IN,373.67
S342793-IN,263.72
S342794-IN,542.14
S342795-IN,220.65
S342796-IN,183.46
S343675-IN,1860.41
W266273-IN,70
0879626-IN,175.17
0886720-IN,92.25
CL47900-IN,1666.56
PB1025-PP,-1170
PB1025-PP,-2925
APR0274-FC,1.11
AUG0312-FC,1.11
DEC0302-FC,1.11
FEB0330-FC,1.11
JAN0301-FC,1.11
JUL0259-FC,1.11
JUN0254-FC,1.11
MAR0327-FC,1.11
MAY0270-FC,1.11
SEP0323-FC,1.11
W232271-IN,74.2
FA1224-PP,-1000
PB0925-PP,-5550
AUG0315-FC,5.32
S341055-IN,355.86
SEP0324-FC,5.32
W258326-IN,70
PB0925-PP,-2340
S345047-IN,729.49
S345180-IN,671.76
W266275-IN,159
PB2025-PP,-1696.5
AUG0316-FC,6.83
S345771-IN,474.9
FA0225-PP,-1000
AUG0317-FC,2.35
JUL0261-FC,2.35
JUN0257-FC,2.35
S070612-IN,156.78
S071911-IN,190.26
0030625-PP,-0.01
PP0622-PP,-26.91
S346015-IN,131.4
CL49280-IN,808.53
W266278-IN,95
APR0279-FC,0.99
AUG0318-FC,0.99
FEB0338-FC,0.99
JAN0308-FC,0.99
JUL0263-FC,0.99
JUN0258-FC,0.99
MAR0336-FC,0.99
MAY0274-FC,0.99
SEP0326-FC,0.99
W236478-IN,79
W266279-IN,132.5
PP0925-PP,-1156
S344188-IN,689.76
S322581-IN,552.97
S021460-IN,128.52
S050537-IN,364
AUG0321-FC,1.36
JUL0267-FC,1.36
JUN0261-FC,1.36
SEP0327-FC,1.36
W247772-IN,109
S050370-IN,151.28
PRE-PP,-77.53
W266281-IN,74.2
APR0282-FC,0.63
AUG0322-FC,0.63
DEC0310-FC,0.63
FEB0341-FC,0.63
JAN0313-FC,0.63
JUL0268-FC,0.63
JUN0262-FC,0.63
MAR0338-FC,0.63
MAY0277-FC,0.63
S048219-IN,465.3
SEP0328-FC,6.44
W231802-IN,50
S036634-IN,289.43
W266282-IN,1
LP01.25-PP,-33
LP02.25-PP,-33
LP0624-PP,-20
LP07.24-PP,-20
LP08.24-PP,-20
LP1025-PP,-10
LP11.24-PP,-33
LP12.24-PP,-33
VC05.13-PP,-20
W526171-PP,-20
W526199-PP,-20
W526220-PP,-20
W526249-PP,-20
W526271-PP,-20
W526300-PP,-20
W995453-PP,-46
W995484-PP,-33
W995598-PP,-33
W995607-PP,-33
W995629-PP,-33
W995642-PP,-33
W995656-PP,-10
W995675-PP,-10
W995692-PP,-10
0001014-PP,-360
S346360-IN,360
W266283-IN,75
0032125-PP,-75
0070725-PP,-36.05
0072524-PP,-58.45
0889154-IN,931.32
W262970-IN,99
AUG0323-FC,6.01
JUL0269-FC,6.01
S046550-IN,976.5
SEP0329-FC,6.01
W264491-IN,85
W266284-IN,70
W266298-IN,85
S071836-IN,264.2
FA1224-PP,-1000
CASH24-PP,-330
FM0125-PP,-1966
S071797-IN,504.72
S346292-IN,375.48
S040375-IN,511.16
S332771-IN,81.39
PB0925-PP,-975
CL48264-IN,204.38
LP01.25-PP,-98
LP02.25-PP,-98
LP03.25-PP,-98
LP04.25-PP,-98
LP05.25-PP,-98
LP06.25-PP,-98
LP07.25-PP,-86
LP08.25-PP,-86
LP09.25-PP,-86
LP10.25-PP,-86
S071948-IN,113.57
0888682-IN,16592.66
0889308-IN,16759.03
5873203-PP,-1172.72
5873204-PP,-3270.47
5873205-PP,-3720.11
S345849-IN,402.32
APR0286-FC,0.69
AUG0328-FC,0.69
DEC0316-FC,2.78
FEB0347-FC,0.69
JAN0322-FC,2.78
JUL0274-FC,0.69
JUN0266-FC,0.69
MAR0346-FC,0.69
MAY0283-FC,0.69
NOV0341-FC,2.78
OCT0317-FC,2.78
S302255-IN,185
SEP0331-FC,0.69
AUG0329-FC,11.68
JUL0275-FC,11.68
JUN0267-FC,11.68
MAY0284-FC,11.68
SEP0332-FC,11.68
W243892-IN,934.65
S346199-IN,99.9
S346200-IN,145.08
0052925-PP,-95.87
PB0925-PP,-1899.3
PB0924-PP,-80.29
PB0925-PP,-1755
0884508-IN,536.36
0886592-IN,399.78
W266285-IN,100.7
S031625-IN,109.41
W266286-IN,70
S036638-IN,939.66
0889667-IN,38445.65
W224540-IN,50
CL49338-IN,816.61
0071823-PP,-60
0072225-PP,-45.6
0062122-PP,-2.42
S017593-IN,1020.26
S019310-IN,875.75
S346343-IN,1075.14
S346629-IN,720
PB0925-PP,-4625
S049190-IN,54.18
SEP0334-FC,0.68
0887391-IN,1058.33
PB0925-PP,-179.74
APR0292-FC,1.11
AUG0331-FC,1.11
JUL0278-FC,1.11
JUN0271-FC,1.11
MAR0358-FC,1.11
MAY0287-FC,1.11
SEP0335-FC,1.11
W239929-IN,89
S345012-IN,775.17
W266359-IN,190
PB0925-PP,-1365
W266287-IN,70
W263425-IN,1376
AUG0333-FC,4.97
JUL0280-FC,4.97
JUN0273-FC,4.97
MAY0289-FC,4.97
SEP0336-FC,4.97
PB0925-PP,-1462.5
S050396-IN,97.5
S050311-IN,220.29
CL48265-IN,298.48
S339565-IN,169.28
SEP0337-FC,2.19
0072325-PP,-299.5
5875034-PP,-395.72
5875035-PP,9.53
PB2025-PP,-1170
0880424-IN,48.75
PB0925-PP,-975
S345685-IN,304.67
W234654-IN,85
CASH625-PP,-348.9
S346182-IN,346.32
0063025-PP,-40
0072325-PP,-120
0082225-PP,-200
0091625-PP,-80
0092925-PP,-40
0101025-PP,-40
0081225-PP,-16.54
W263866-IN,100.7
0033125-PP,-220
0100625-PP,-156.66
S345381-IN,152.85
S049492-IN,282.5
5874822-PP,-465.49
5874823-PP,10.47
0889320-IN,39586.22
5873016-PP,-78.71
5873017-PP,1.97
5873018-PP,-148.7
5873019-PP,3.3
5873020-PP,-311.91
5873021-PP,6.06
5873022-PP,-2865.93
5873023-PP,71.21
5873024-PP,-3881.33
5873025-PP,90.83
5873026-PP,-3359.2
5873027-PP,74.54
5873028-PP,-1194.84
5873029-PP,27.61
S345459-IN,335.04
W265558-IN,-273.93
W265930-IN,-202.78
W265986-IN,-198.69
W266716-IN,-321.55
W266797-IN,-326.27
AUG0335-FC,1.53
SEP0339-FC,1.53
W258572-IN,102.32
0888360-IN,165.83
0887911-IN,44929.71
S342429-IN,369.84
FA1224-PP,-836
PB0925-PP,-975
0853088-IN,25113.19
0858773-IN,24477.18
0858774-IN,23533.3
0863430-IN,26882.41
0863431-IN,26882.41
0885544-IN,26825.76
0885545-IN,26836.65
0885546-IN,27170.06
0885547-IN,28887.62
0886535-IN,30463.83
0888312-IN,25999.74
0888313-IN,28010.84
0889347-IN,26938.53
APR0298-FC,1.51
AUG0336-FC,1.51
DEC0331-FC,1.51
FEB0365-FC,1.51
JAN0338-FC,1.51
JUL0283-FC,1.51
JUN0279-FC,1.51
MAR0370-FC,1.51
MAY0294-FC,1.51
NOV0348-FC,1.51
OCT0326-FC,1.51
SEP0340-FC,1.51
W228868-IN,100.7
APR0299-FC,10.37
AUG0337-FC,10.37
JUL0284-FC,10.37
JUN0280-FC,10.37
MAY0295-FC,10.37
S043779-IN,829.43
SEP0341-FC,10.37
PB2025-PP,-1462.5
S049073-IN,882.72
PB0924-PP,-995
PB0925-PP,-975
0889906-IN,23262.39
5875074-PP,-1574.4
5875075-PP,26.75
5875076-PP,-1317.49
5875077-PP,22.13
5875078-PP,-1329.48
5875079-PP,20.47
5875080-PP,-1262.73
5875081-PP,21.52
5875082-PP,-1235.99
5875083-PP,20.88
5875084-PP,-1471.73
5875085-PP,26.41
5875086-PP,-890.15
5875087-PP,6.81
5875088-PP,220
W266134-IN,129.37
AUG0338-FC,10.51
JUL0285-FC,10.51
JUN0282-FC,10.51
S046173-IN,840.42
SEP0342-FC,10.51
PB0925-PP,-975
CL48267-IN,8516.62
S036495-IN,175.35
0092925-PP,-68.78
S344236-IN,180
W266182-IN,268.21
SEP0343-FC,2.66
0888209-IN,1004.96
5873436-PP,-1553.78
5873437-PP,26.8
5873438-PP,-1132.14
5873439-PP,21.92
5873440-PP,-1169.39
5873441-PP,22.64
5873442-PP,-1571.25
5873443-PP,23.25
5873444-PP,-825.74
5873445-PP,14.41
5873446-PP,-150.4
5873447-PP,-3.3
5873448-PP,-1195.57
5873449-PP,21.84
5873450-PP,-1558.55
5873451-PP,28.44
5873452-PP,-1081.08
5873453-PP,18.23
5873454-PP,-1227.47
5873455-PP,22.37
5873456-PP,-1475.05
5873457-PP,25.26
5873458-PP,-1562.06
5873459-PP,27.15
5873460-PP,-1145.88
5873461-PP,21.65
5873462-PP,-1558.81
5873463-PP,28.04
5873464-PP,-1233.33
5873465-PP,20.69
5873466-PP,-1113.73
5873467-PP,17.19
5873468-PP,-1393.58
5873469-PP,24.38
S345283-IN,283.2
S345790-IN,440.2
S346485-IN,885.35
W266057-IN,237.53
0091624-PP,-2366.46
PB0925-PP,-1950
S345793-IN,92.39
S345923-IN,691.72
S338518-IN,701.05
SEP0344-FC,4.52
S311016-IN,883.2
0022322-PP,-118.95
0042925-PP,-623.03
AUG0343-FC,1.61
JUL0290-FC,1.61
SEP0345-FC,1.61
W255048-IN,129
0889232-IN,30757.58
0889426-IN,31277.31
5873109-PP,-3258.78
5873110-PP,75.82
5873111-PP,-445.17
5873112-PP,9.36
5873113-PP,-762.5
5873114-PP,18.89
5873115-PP,-46.05
5873116-PP,0.42
5873117-PP,-100.25
5873118-PP,0.9
5873119-PP,-3790.65
5873120-PP,85.73
5873121-PP,-3630.43
5873122-PP,81.02
5873123-PP,-1494.28
5873124-PP,34.31
5873125-PP,-3971.42
5873126-PP,87.79
5873127-PP,-4003.97
5873128-PP,84.02
5873129-PP,-4042.46
5873130-PP,86.69
5873131-PP,-3971.73
5873132-PP,89.99
5873133-PP,-3211.56
5873134-PP,73.92
5873135-PP,-3406
5873136-PP,78.77
5873137-PP,-235.1
5873138-PP,5.06
S345033-IN,391.17
W265544-IN,-258.22
W265923-IN,-192.67
W265979-IN,-112.76
W266709-IN,-179.67
W266790-IN,-133.85
0888917-IN,18645.95
0889367-IN,20265.82
5871488-PP,-903.41
5871489-PP,15.42
5871490-PP,-849.23
5871491-PP,15.44
5871492-PP,-857.78
5871493-PP,14.56
5871494-PP,-867.34
5871495-PP,13.94
5871496-PP,-965.62
5871497-PP,15.97
5871498-PP,-931.75
5871499-PP,15.15
5871500-PP,-859.53
5871501-PP,16.48
5871502-PP,-1085.95
5871503-PP,20.5
5871504-PP,-917.47
5871505-PP,16.53
5871506-PP,-754.12
5871507-PP,13.11
5871508-PP,-716.07
5871509-PP,14.63
5871510-PP,-400.23
5871511-PP,6.12
5871512-PP,-762.98
5871513-PP,13.01
5871514-PP,-702.52
5871515-PP,14.62
5871516-PP,-64.43
5871517-PP,-4.26
5873921-PP,-992.93
5873922-PP,15.74
5873923-PP,-804.26
5873924-PP,12.56
5873925-PP,-874.22
5873926-PP,16.02
5873927-PP,-1005.38
5873928-PP,15.44
5873929-PP,-979.08
5873930-PP,16.36
5873931-PP,-913.82
5873932-PP,15.23
5873933-PP,-975.4
5873934-PP,16.65
5873935-PP,-921.99
5873936-PP,15.86
5873937-PP,-810.95
5873938-PP,15.48
5873939-PP,-941.81
5873940-PP,17.01
5873941-PP,-843.75
5873942-PP,15.73
5873943-PP,-908.12
5873944-PP,17.3
5873945-PP,-599.03
5873946-PP,10.73
5873947-PP,-854.33
5873948-PP,13.93
5873949-PP,-750.66
5873950-PP,12.55
5873951-PP,-27
5873952-PP,0.09
W266076-IN,119.58
SEP0346-FC,11.02
PB0925-PP,-975
PB-PP,-1393
W264034-IN,100.7
S345554-IN,435.11
S345761-IN,371.67
W266288-IN,75
APR0309-FC,1.24
AUG0346-FC,1.24
DEC0345-FC,1.24
FEB0372-FC,1.24
JAN0345-FC,1.24
JUL0291-FC,1.24
JUN0289-FC,1.24
MAR0378-FC,1.24
MAY0300-FC,1.24
NOV0359-FC,1.24
OCT0334-FC,1.24
SEP0348-FC,1.24
SEP0360-FC,1.24
W226760-IN,99
AUG0347-FC,40.41
CL45838-IN,3232.73
CL45977-IN,3285.61
CL47725-IN,3507.83
CL49282-IN,2763.36
CL49339-IN,202.65
SEP0349-FC,81.48
0884927-IN,4280.1
